0,0,B
0,1,K
0,2,K
0,3,K
0,4,B
0,5,B
0,6,K
0,7,B
0,8,K
0,9,B
0,10,B
0,11,B
0,12,B
0,13,B
0,14,B
0,15,K
0,16,K
0,17,B
0,18,B
0,19,B
0,20,B
0,21,K
0,22,K
0,23,K
0,24,K
0,25,K
0,26,K
0,27,K
0,28,B
0,29,B
0,30,B
0,31,B
0,32,K
0,33,K
0,34,B
0,35,K
0,36,B
0,37,B
0,38,B
0,39,K
0,40,K
0,41,B
0,42,K
0,43,B
0,44,K
0,45,B
0,46,B
0,47,B
0,48,B
0,49,K
1,0,B
1,1,B
1,2,K
1,3,K
1,4,B
1,5,B
1,6,K
1,7,K
1,8,K
1,9,K
1,10,K
1,11,K
1,12,B
1,13,K
1,14,B
1,15,B
1,16,K
1,17,B
1,18,B
1,19,B
1,20,K
1,21,B
1,22,B
1,23,B
1,24,B
1,25,B
1,26,B
1,27,K
1,28,K
1,29,K
1,30,B
1,31,B
1,32,B
1,33,B
1,34,B
1,35,B
1,36,K
1,37,B
1,38,B
1,39,K
1,40,B
1,41,B
1,42,B
1,43,B
1,44,B
1,45,K
1,46,B
1,47,K
1,48,B
1,49,B
2,0,B
2,1,B
2,2,K
2,3,B
2,4,K
2,5,B
2,6,B
2,7,K
2,8,B
2,9,B
2,10,K
2,11,B
2,12,B
2,13,B
2,14,B
2,15,B
2,16,B
2,17,B
2,18,B
2,19,B
2,20,B
2,21,B
2,22,B
2,23,B
2,24,B
2,25,B
2,26,B
2,27,B
2,28,B
2,29,B
2,30,B
2,31,B
2,32,B
2,33,B
2,34,B
2,35,B
2,36,B
2,37,B
2,38,B
2,39,B
2,40,B
2,41,B
2,42,K
2,43,K
2,44,B
2,45,K
2,46,B
2,47,K
2,48,K
2,49,K
3,0,B
3,1,B
3,2,K
3,3,K
3,4,K
3,5,K
3,6,B
3,7,K
3,8,B
3,9,B
3,10,K
3,11,B
3,12,K
3,13,B
3,14,B
3,15,B
3,16,B
3,17,K
3,18,K
3,19,K
3,20,K
3,21,K
3,22,K
3,23,K
3,24,K
3,25,K
3,26,K
3,27,K
3,28,K
3,29,K
3,30,K
3,31,K
3,32,K
3,33,K
3,34,K
3,35,K
3,36,B
3,37,B
3,38,B
3,39,B
3,40,B
3,41,K
3,42,B
3,43,K
3,44,K
3,45,K
3,46,B
3,47,K
3,48,B
3,49,K
4,0,B
4,1,B
4,2,B
4,3,K
4,4,B
4,5,B
4,6,B
4,7,B
4,8,K
4,9,K
4,10,B
4,11,K
4,12,K
4,13,B
4,14,B
4,15,B
4,16,K
4,17,B
4,18,B
4,19,B
4,20,B
4,21,B
4,22,B
4,23,B
4,24,B
4,25,B
4,26,B
4,27,B
4,28,B
4,29,B
4,30,B
4,31,B
4,32,B
4,33,B
4,34,B
4,35,B
4,36,K
4,37,B
4,38,B
4,39,B
4,40,B
4,41,B
4,42,B
4,43,K
4,44,B
4,45,B
4,46,K
4,47,K
4,48,B
4,49,K
5,0,B
5,1,B
5,2,B
5,3,B
5,4,K
5,5,B
5,6,B
5,7,B
5,8,K
5,9,B
5,10,K
5,11,K
5,12,B
5,13,B
5,14,B
5,15,B
5,16,K
5,17,B
5,18,B
5,19,B
5,20,K
5,21,K
5,22,K
5,23,K
5,24,K
5,25,B
5,26,B
5,27,B
5,28,K
5,29,K
5,30,K
5,31,K
5,32,K
5,33,B
5,34,B
5,35,B
5,36,K
5,37,B
5,38,B
5,39,B
5,40,B
5,41,K
5,42,K
5,43,B
5,44,K
5,45,K
5,46,B
5,47,B
5,48,B
5,49,B
6,0,B
6,1,K
6,2,B
6,3,B
6,4,K
6,5,B
6,6,B
6,7,B
6,8,K
6,9,K
6,10,B
6,11,B
6,12,K
6,13,B
6,14,K
6,15,B
6,16,K
6,17,B
6,18,B
6,19,K
6,20,K
6,21,B
6,22,B
6,23,B
6,24,K
6,25,K
6,26,B
6,27,B
6,28,K
6,29,B
6,30,B
6,31,B
6,32,B
6,33,K
6,34,B
6,35,B
6,36,K
6,37,B
6,38,B
6,39,B
6,40,B
6,41,K
6,42,B
6,43,B
6,44,K
6,45,B
6,46,K
6,47,B
6,48,B
6,49,K
7,0,K
7,1,K
7,2,K
7,3,B
7,4,K
7,5,B
7,6,B
7,7,K
7,8,B
7,9,K
7,10,B
7,11,B
7,12,B
7,13,B
7,14,K
7,15,B
7,16,K
7,17,B
7,18,B
7,19,K
7,20,K
7,21,B
7,22,B
7,23,B
7,24,K
7,25,K
7,26,B
7,27,B
7,28,K
7,29,B
7,30,B
7,31,B
7,32,B
7,33,K
7,34,B
7,35,B
7,36,K
7,37,B
7,38,B
7,39,B
7,40,B
7,41,B
7,42,K
7,43,B
7,44,K
7,45,K
7,46,B
7,47,K
7,48,B
7,49,B
8,0,B
8,1,K
8,2,B
8,3,B
8,4,K
8,5,K
8,6,B
8,7,B
8,8,B
8,9,K
8,10,K
8,11,B
8,12,B
8,13,B
8,14,K
8,15,B
8,16,K
8,17,B
8,18,B
8,19,K
8,20,K
8,21,B
8,22,B
8,23,B
8,24,K
8,25,K
8,26,B
8,27,B
8,28,K
8,29,K
8,30,K
8,31,K
8,32,K
8,33,K
8,34,B
8,35,B
8,36,K
8,37,B
8,38,B
8,39,B
8,40,B
8,41,K
8,42,B
8,43,B
8,44,B
8,45,K
8,46,B
8,47,B
8,48,K
8,49,B
9,0,B
9,1,K
9,2,K
9,3,B
9,4,K
9,5,K
9,6,B
9,7,B
9,8,K
9,9,K
9,10,K
9,11,B
9,12,B
9,13,K
9,14,B
9,15,B
9,16,K
9,17,B
9,18,B
9,19,K
9,20,K
9,21,B
9,22,B
9,23,B
9,24,K
9,25,K
9,26,B
9,27,B
9,28,K
9,29,B
9,30,B
9,31,B
9,32,B
9,33,K
9,34,B
9,35,B
9,36,K
9,37,B
9,38,B
9,39,B
9,40,K
9,41,B
9,42,K
9,43,K
9,44,B
9,45,B
9,46,B
9,47,B
9,48,B
9,49,B
10,0,B
10,1,B
10,2,K
10,3,B
10,4,K
10,5,B
10,6,K
10,7,B
10,8,B
10,9,B
10,10,B
10,11,B
10,12,B
10,13,K
10,14,B
10,15,B
10,16,K
10,17,B
10,18,B
10,19,K
10,20,K
10,21,B
10,22,B
10,23,B
10,24,K
10,25,K
10,26,B
10,27,B
10,28,K
10,29,B
10,30,B
10,31,B
10,32,B
10,33,K
10,34,B
10,35,B
10,36,K
10,37,B
10,38,B
10,39,K
10,40,B
10,41,B
10,42,B
10,43,K
10,44,B
10,45,K
10,46,B
10,47,B
10,48,B
10,49,K
11,0,K
11,1,K
11,2,K
11,3,B
11,4,K
11,5,K
11,6,B
11,7,K
11,8,B
11,9,B
11,10,B
11,11,K
11,12,K
11,13,B
11,14,B
11,15,B
11,16,K
11,17,B
11,18,B
11,19,B
11,20,K
11,21,K
11,22,K
11,23,K
11,24,K
11,25,B
11,26,B
11,27,B
11,28,K
11,29,K
11,30,K
11,31,K
11,32,K
11,33,B
11,34,B
11,35,B
11,36,K
11,37,B
11,38,B
11,39,B
11,40,K
11,41,K
11,42,B
11,43,K
11,44,K
11,45,B
11,46,B
11,47,K
11,48,B
11,49,B
12,0,B
12,1,B
12,2,B
12,3,B
12,4,K
12,5,K
12,6,K
12,7,B
12,8,K
12,9,B
12,10,B
12,11,K
12,12,B
12,13,B
12,14,K
12,15,B
12,16,K
12,17,B
12,18,B
12,19,B
12,20,B
12,21,B
12,22,B
12,23,B
12,24,B
12,25,B
12,26,B
12,27,B
12,28,B
12,29,B
12,30,B
12,31,B
12,32,B
12,33,B
12,34,B
12,35,B
12,36,K
12,37,B
12,38,B
12,39,K
12,40,B
12,41,B
12,42,B
12,43,B
12,44,B
12,45,K
12,46,B
12,47,B
12,48,K
12,49,B
13,0,B
13,1,B
13,2,K
13,3,K
13,4,B
13,5,B
13,6,K
13,7,B
13,8,K
13,9,B
13,10,B
13,11,K
13,12,B
13,13,B
13,14,B
13,15,B
13,16,K
13,17,B
13,18,B
13,19,B
13,20,B
13,21,B
13,22,B
13,23,B
13,24,B
13,25,B
13,26,B
13,27,B
13,28,B
13,29,B
13,30,B
13,31,B
13,32,B
13,33,B
13,34,B
13,35,B
13,36,K
13,37,B
13,38,B
13,39,B
13,40,K
13,41,B
13,42,B
13,43,B
13,44,B
13,45,K
13,46,K
13,47,K
13,48,B
13,49,B
14,0,B
14,1,B
14,2,B
14,3,K
14,4,K
14,5,B
14,6,K
14,7,K
14,8,B
14,9,K
14,10,K
14,11,B
14,12,B
14,13,B
14,14,K
14,15,B
14,16,K
14,17,B
14,18,B
14,19,K
14,20,B
14,21,B
14,22,B
14,23,B
14,24,B
14,25,K
14,26,B
14,27,B
14,28,B
14,29,K
14,30,K
14,31,K
14,32,K
14,33,B
14,34,B
14,35,B
14,36,K
14,37,B
14,38,B
14,39,K
14,40,B
14,41,B
14,42,K
14,43,B
14,44,B
14,45,K
14,46,B
14,47,K
14,48,B
14,49,K
15,0,B
15,1,B
15,2,K
15,3,B
15,4,K
15,5,B
15,6,B
15,7,B
15,8,B
15,9,B
15,10,K
15,11,B
15,12,K
15,13,K
15,14,B
15,15,B
15,16,K
15,17,B
15,18,B
15,19,K
15,20,K
15,21,B
15,22,B
15,23,B
15,24,K
15,25,K
15,26,B
15,27,B
15,28,K
15,29,B
15,30,B
15,31,B
15,32,B
15,33,K
15,34,B
15,35,B
15,36,K
15,37,B
15,38,B
15,39,K
15,40,K
15,41,B
15,42,B
15,43,B
15,44,K
15,45,K
15,46,B
15,47,K
15,48,B
15,49,K
16,0,B
16,1,K
16,2,B
16,3,K
16,4,B
16,5,K
16,6,K
16,7,B
16,8,B
16,9,K
16,10,K
16,11,B
16,12,B
16,13,K
16,14,B
16,15,B
16,16,K
16,17,B
16,18,B
16,19,K
16,20,K
16,21,K
16,22,B
16,23,K
16,24,K
